customer_id,site_id,date,storage_bytes
1,site_1,2024-08-02,39841702
1,site_1,2024-08-03,74965359
1,site_1,2024-08-04,55912570
1,site_1,2024-08-05,59508026
1,site_1,2024-08-06,32079144
1,site_1,2024-08-07,43806996
1,site_1,2024-08-08,95560818
1,site_1,2024-08-09,27171490
1,site_1,2024-08-10,80895910
1,site_1,2024-08-11,58306509
1,site_1,2024-08-12,66142322
1,site_1,2024-08-13,78207376
1,site_1,2024-08-14,46891112
1,site_1,2024-08-15,28943476
1,site_1,2024-08-16,89230635
1,site_1,2024-08-17,66296059
1,site_1,2024-08-18,97538719
1,site_1,2024-08-19,68427302
1,site_1,2024-08-20,5279524
1,site_1,2024-08-21,28780060
1,site_1,2024-08-22,81907357
1,site_1,2024-08-23,84767526
1,site_1,2024-08-24,7960891
1,site_1,2024-08-25,42485237
1,site_1,2024-08-26,29586535
1,site_1,2024-08-27,31073342
1,site_1,2024-08-28,44843994
1,site_1,2024-08-29,67820978
1,site_1,2024-08-30,31517032
1,site_1,2024-08-31,43401871
1,site_1,2024-09-01,83358753
1,site_1,2024-09-02,31446860
1,site_1,2024-09-03,82627542
1,site_1,2024-09-04,43775133
1,site_1,2024-09-05,32252304
1,site_1,2024-09-06,59180374
1,site_1,2024-09-07,74591439
1,site_1,2024-09-08,34815192
1,site_1,2024-09-09,13556605
1,site_1,2024-09-10,89284426
1,site_1,2024-09-11,8268625
1,site_1,2024-09-12,58681124
1,site_1,2024-09-13,18108842
1,site_1,2024-09-14,33508776
1,site_1,2024-09-15,48920757
1,site_1,2024-09-16,6084586
1,site_1,2024-09-17,68588625
1,site_1,2024-09-18,98661122
1,site_1,2024-09-19,37673015
1,site_1,2024-09-20,41201468
1,site_1,2024-09-21,23274276
1,site_1,2024-09-22,38398376
1,site_1,2024-09-23,56475864
1,site_1,2024-09-24,52692509
1,site_1,2024-09-25,99448520
1,site_1,2024-09-26,87210012
1,site_1,2024-09-27,78260638
1,site_1,2024-09-28,77863168
1,site_1,2024-09-29,71586392
1,site_1,2024-09-30,44017896
1,site_1,2024-10-01,90228929
1,site_1,2024-10-02,50023799
1,site_1,2024-10-03,10889425
1,site_1,2024-10-04,45768423
1,site_1,2024-10-05,7233486
1,site_1,2024-10-06,51645430
1,site_1,2024-10-07,5985498
1,site_1,2024-10-08,85481225
1,site_1,2024-10-09,18229686
1,site_1,2024-10-10,26105344
1,site_1,2024-10-11,5523705
1,site_1,2024-10-12,94459913
1,site_1,2024-10-13,60240387
1,site_1,2024-10-14,23551100
1,site_1,2024-10-15,20347168
1,site_1,2024-10-16,9397775
1,site_1,2024-10-17,75411666
1,site_1,2024-10-18,24997525
1,site_1,2024-10-19,81497563
1,site_1,2024-10-20,72115825
1,site_1,2024-10-21,44241442
1,site_1,2024-10-22,86789872
1,site_1,2024-10-23,13089246
1,site_1,2024-10-24,48662615
1,site_1,2024-10-25,79264625
1,site_1,2024-10-26,74401077
1,site_1,2024-10-27,95152426
1,site_1,2024-10-28,27223878
1,site_1,2024-10-29,29943691
1,site_1,2024-10-30,2174874
1,site_1,2024-10-31,81105344
1,site_1,2024-11-01,97635126
1,site_1,2024-11-02,54176062
1,site_1,2024-11-03,47027967
1,site_1,2024-11-04,58910284
1,site_1,2024-11-05,73209767
1,site_1,2024-11-06,38762050
1,site_1,2024-11-07,62325150
1,site_1,2024-11-08,54984350
1,site_1,2024-11-09,1190051
1,site_1,2024-11-10,74174149
1,site_1,2024-11-11,58970732
1,site_1,2024-11-12,87025892
1,site_1,2024-11-13,31257788
1,site_1,2024-11-14,94932356
1,site_1,2024-11-15,82075033
1,site_1,2024-11-16,70444869
1,site_1,2024-11-17,14978960
1,site_1,2024-11-18,92359546
1,site_1,2024-11-19,73053107
1,site_1,2024-11-20,90335702
1,site_1,2024-11-21,9783340
1,site_1,2024-11-22,70833339
1,site_1,2024-11-23,72933301
1,site_1,2024-11-24,31182035
1,site_1,2024-11-25,17073463
1,site_1,2024-11-26,57731502
1,site_1,2024-11-27,91313431
1,site_1,2024-11-28,84073990
1,site_1,2024-11-29,75374145
1,site_1,2024-11-30,56249855
1,site_1,2024-12-01,81831182
1,site_1,2024-12-02,13553663
1,site_1,2024-12-03,74148686
1,site_1,2024-12-04,42023420
1,site_1,2024-12-05,39646418
1,site_1,2024-12-06,64114258
1,site_1,2024-12-07,60323841
1,site_1,2024-12-08,17781607
1,site_1,2024-12-09,9976903
1,site_1,2024-12-10,71086746
1,site_1,2024-12-11,48964046
1,site_1,2024-12-12,20649193
1,site_1,2024-12-13,56887029
1,site_1,2024-12-14,17133138
1,site_1,2024-12-15,36923988
1,site_1,2024-12-16,69853673
1,site_1,2024-12-17,75207428
1,site_1,2024-12-18,19312161
1,site_1,2024-12-19,44373497
1,site_1,2024-12-20,72820193
1,site_1,2024-12-21,47797603
1,site_1,2024-12-22,68164774
1,site_1,2024-12-23,27539330
1,site_1,2024-12-24,40535344
1,site_1,2024-12-25,42190664
1,site_1,2024-12-26,21157297
1,site_1,2024-12-27,19492276
1,site_1,2024-12-28,48555555
1,site_1,2024-12-29,41859191
1,site_1,2024-12-30,29820301
1,site_1,2024-12-31,88321389
1,site_1,2025-01-01,79082395
1,site_1,2025-01-02,66884402
1,site_1,2025-01-03,71346755
1,site_1,2025-01-04,29295163
1,site_1,2025-01-05,60771467
1,site_1,2025-01-06,23106108
1,site_1,2025-01-07,90270763
1,site_1,2025-01-08,47674301
1,site_1,2025-01-09,91518859
1,site_1,2025-01-10,81513662
1,site_1,2025-01-11,40634986
1,site_1,2025-01-12,89984969
1,site_1,2025-01-13,49874409
1,site_1,2025-01-14,36575338
1,site_1,2025-01-15,13882111
1,site_1,2025-01-16,10026062
1,site_1,2025-01-17,89142514
1,site_1,2025-01-18,62077207
1,site_1,2025-01-19,11959727
1,site_1,2025-01-20,97108046
1,site_1,2025-01-21,67775482
1,site_1,2025-01-22,64488435
1,site_1,2025-01-23,78253506
1,site_1,2025-01-24,11409465
1,site_1,2025-01-25,17225655
1,site_1,2025-01-26,45926822
1,site_1,2025-01-27,31735009
1,site_1,2025-01-28,95363978
1,site_1,2025-01-29,18459739
1,site_1,2025-01-30,94687538
1,site_1,2025-01-31,45159505
1,site_1,2025-02-01,46644122
1,site_1,2025-02-02,34272079
1,site_1,2025-02-03,41444394
1,site_1,2025-02-04,70642777
1,site_1,2025-02-05,42152350
1,site_1,2025-02-06,32559494
1,site_1,2025-02-07,56630104
1,site_1,2025-02-08,80546722
1,site_1,2025-02-09,70189694
1,site_1,2025-02-10,31334214
1,site_1,2025-02-11,27912193
1,site_1,2025-02-12,55546192
1,site_1,2025-02-13,53175333
1,site_1,2025-02-14,30096120
1,site_1,2025-02-15,27182911
1,site_1,2025-02-16,12471821
1,site_1,2025-02-17,46794460
1,site_1,2025-02-18,89437790
1,site_1,2025-02-19,2072710
1,site_1,2025-02-20,98454345
1,site_1,2025-02-21,40083363
1,site_1,2025-02-22,92912403
1,site_1,2025-02-23,60325334
1,site_1,2025-02-24,73165849
1,site_1,2025-02-25,50532074
1,site_1,2025-02-26,43016664
1,site_1,2025-02-27,98518123
1,site_1,2025-02-28,37912873
1,site_1,2025-03-01,16318555
1,site_1,2025-03-02,19866115
1,site_1,2025-03-03,14754233
1,site_1,2025-03-04,63559763
1,site_1,2025-03-05,72286211
1,site_1,2025-03-06,15817612
1,site_1,2025-03-07,74389782
1,site_1,2025-03-08,49295200
1,site_1,2025-03-09,73091096
1,site_1,2025-03-10,53865368
1,site_1,2025-03-11,64274708
1,site_1,2025-03-12,58074396
1,site_1,2025-03-13,53066320
1,site_1,2025-03-14,63518976
1,site_1,2025-03-15,48430140
1,site_1,2025-03-16,21581750
1,site_1,2025-03-17,37984887
1,site_1,2025-03-18,86031636
1,site_1,2025-03-19,4953912
1,site_1,2025-03-20,38412665
1,site_1,2025-03-21,55090192
1,site_1,2025-03-22,23119946
1,site_1,2025-03-23,85821423
1,site_1,2025-03-24,91172961
1,site_1,2025-03-25,9926662
1,site_1,2025-03-26,2882719
1,site_1,2025-03-27,79899166
1,site_1,2025-03-28,93389640
1,site_1,2025-03-29,24275944
1,site_1,2025-03-30,43715258
1,site_1,2025-03-31,42652526
1,site_2,2024-01-01,47483171
1,site_2,2024-01-02,4453639
1,site_2,2024-01-03,6106043
1,site_2,2024-01-04,66123614
1,site_2,2024-01-05,38184521
1,site_2,2024-01-06,75935603
1,site_2,2024-01-07,34342475
1,site_2,2024-01-08,9799164
1,site_2,2024-01-09,39476582
1,site_2,2024-01-10,80507899
1,site_2,2024-01-11,95197418
1,site_2,2024-01-12,16867143
1,site_2,2024-01-13,48209767
1,site_2,2024-01-14,35590526
1,site_2,2024-01-15,67739092
1,site_2,2024-01-16,82864362
1,site_2,2024-01-17,37150909
1,site_2,2024-01-18,13137991
1,site_2,2024-01-19,70369031
1,site_2,2024-01-20,11995778
1,site_2,2024-01-21,82311028
1,site_2,2024-01-22,9109294
1,site_2,2024-01-23,75671722
1,site_2,2024-01-24,74354989
1,site_2,2024-01-25,74594164
1,site_2,2024-01-26,55769401
1,site_2,2024-01-27,81893683
1,site_2,2024-01-28,53810779
1,site_2,2024-01-29,37199280
1,site_2,2024-01-30,86273424
1,site_2,2024-01-31,34872519
1,site_2,2024-02-01,23499720
1,site_2,2024-02-02,4065735
1,site_2,2024-02-03,58702143
1,site_2,2024-02-04,34952339
1,site_2,2024-02-05,13667638
1,site_2,2024-02-06,13538010
1,site_2,2024-02-07,51092063
1,site_2,2024-02-08,43312887
1,site_2,2024-02-09,96716562
1,site_2,2024-02-10,25624095
1,site_2,2024-02-11,25644349
1,site_2,2024-02-12,34237781
1,site_2,2024-02-13,53235002
1,site_2,2024-02-14,77209053
1,site_2,2024-02-15,91213277
1,site_2,2024-02-16,74029043
1,site_2,2024-02-17,58822885
1,site_2,2024-02-18,72623899
1,site_2,2024-02-19,43315925
1,site_2,2024-02-20,25452501
1,site_2,2024-02-21,18410281
1,site_2,2024-02-22,91299666
1,site_2,2024-02-23,34263414
1,site_2,2024-02-24,33482753
1,site_2,2024-02-25,51854526
1,site_2,2024-02-26,39295332
1,site_2,2024-02-27,13444702
1,site_2,2024-02-28,91038396
1,site_2,2024-02-29,97106639
1,site_2,2024-03-01,9831099
1,site_2,2024-03-02,9499829
1,site_2,2024-03-03,30026015
1,site_2,2024-03-04,68560178
1,site_2,2024-03-05,43207597
1,site_2,2024-03-06,93117354
1,site_2,2024-03-07,2313475
1,site_2,2024-03-08,27705847
1,site_2,2024-03-09,5362657
1,site_2,2024-03-10,37217234
1,site_2,2024-03-11,8164406
1,site_2,2024-03-12,60725202
1,site_2,2024-03-13,40544320
1,site_2,2024-03-14,17108101
1,site_2,2024-03-15,12986512
1,site_2,2024-03-16,41590287
1,site_2,2024-03-17,24429003
1,site_2,2024-03-18,49340233
1,site_2,2024-03-19,45185750
1,site_2,2024-03-20,6840770
1,site_2,2024-03-21,40641293
1,site_2,2024-03-22,18502139
1,site_2,2024-03-23,9928227
1,site_2,2024-03-24,35598127
1,site_2,2024-03-25,25372318
1,site_2,2024-03-26,10560609
1,site_2,2024-03-27,26470699
1,site_2,2024-03-28,62202858
1,site_2,2024-03-29,86899167
1,site_2,2024-03-30,10231804
1,site_2,2024-03-31,14452166
1,site_2,2024-04-01,45342907
1,site_2,2024-04-02,71727766
1,site_2,2024-04-03,94090873
1,site_2,2024-04-04,94346197
1,site_2,2024-04-05,67108884
1,site_2,2024-04-06,8268880
1,site_2,2024-04-07,57731316
1,site_2,2024-04-08,92435681
1,site_2,2024-04-09,94727385
1,site_2,2024-04-10,49140315
1,site_2,2024-04-11,78218105
1,site_2,2024-04-12,9238733
1,site_2,2024-04-13,36885091
1,site_2,2024-04-14,69549165
1,site_2,2024-04-15,1655392
1,site_2,2024-04-16,24606964
1,site_2,2024-04-17,54031851
1,site_2,2024-04-18,22534341
1,site_2,2024-04-19,22599547
1,site_2,2024-04-20,72466799
1,site_2,2024-04-21,23391667
1,site_2,2024-04-22,74104407
1,site_2,2024-04-23,81019978
1,site_2,2024-04-24,91240032
1,site_2,2024-04-25,1883245
1,site_2,2024-04-26,49862416
1,site_2,2024-04-27,72923394
1,site_2,2024-04-28,82023152
1,site_2,2024-04-29,32271395
1,site_2,2024-04-30,82688292
1,site_2,2024-05-01,58546825
1,site_2,2024-05-02,36190597
1,site_2,2024-05-03,55087953
1,site_2,2024-05-04,18972265
1,site_2,2024-05-05,81912576
1,site_2,2024-05-06,35184086
1,site_2,2024-05-07,1868014
1,site_2,2024-05-08,20797463
1,site_2,2024-05-09,91734467
1,site_2,2024-05-10,17704781
1,site_2,2024-05-11,12446250
1,site_2,2024-05-12,14590348
1,site_2,2024-05-13,96772336
1,site_2,2024-05-14,20376929
1,site_2,2024-05-15,24797031
1,site_2,2024-05-16,97146221
1,site_2,2024-05-17,9089291
1,site_2,2024-05-18,60030935
1,site_2,2024-05-19,48583506
1,site_2,2024-05-20,20596039
1,site_2,2024-05-21,10761704
1,site_2,2024-05-22,63747986
1,site_2,2024-05-23,94045684
1,site_2,2024-05-24,39020114
1,site_2,2024-05-25,18362771
1,site_2,2024-05-26,3320544
1,site_2,2024-05-27,97165433
1,site_2,2024-05-28,84367174
1,site_2,2024-05-29,46549674
1,site_2,2024-05-30,81404468
1,site_2,2024-05-31,59390338
1,site_2,2024-06-01,19193231
1,site_2,2024-06-02,46088233
1,site_2,2024-06-03,34400018
1,site_2,2024-06-04,85776912
1,site_2,2024-06-05,97471135
1,site_2,2024-06-06,18816220
1,site_2,2024-06-07,46993125
1,site_2,2024-06-08,47805481
1,site_2,2024-06-09,54541755
1,site_2,2024-06-10,40814479
1,site_2,2024-06-11,68320875
1,site_2,2024-06-12,1946674
1,site_2,2024-06-13,23311139
1,site_2,2024-06-14,54468594
1,site_2,2024-06-15,55763183
1,site_2,2024-06-16,94008151
1,site_2,2024-06-17,4957760
1,site_2,2024-06-18,28759243
1,site_2,2024-06-19,72260962
1,site_2,2024-06-20,56650305
1,site_2,2024-06-21,60506989
1,site_2,2024-06-22,55119464
1,site_2,2024-06-23,39380088
1,site_2,2024-06-24,68229781
1,site_2,2024-06-25,3829204
1,site_2,2024-06-26,16933398
1,site_2,2024-06-27,73057847
1,site_2,2024-06-28,13423003
1,site_2,2024-06-29,2328581
1,site_2,2024-06-30,26721424
1,site_2,2024-07-01,95192825
1,site_2,2024-07-02,39351610
1,site_2,2024-07-03,71666070
1,site_2,2024-07-04,76524770
1,site_2,2024-07-05,6341230
1,site_2,2024-07-06,8059423
1,site_2,2024-07-07,84556371
1,site_2,2024-07-08,92443226
1,site_2,2024-07-09,2371573
1,site_2,2024-07-10,72813513
1,site_2,2024-07-11,76705662
1,site_2,2024-07-12,94507377
1,site_2,2024-07-13,57132722
1,site_2,2024-07-14,33877070
1,site_2,2024-07-15,95115216
1,site_2,2024-07-16,85636096
1,site_2,2024-07-17,22029172
1,site_2,2024-07-18,61618408
1,site_2,2024-07-19,28352416
1,site_2,2024-07-20,95809237
1,site_2,2024-07-21,81447562
1,site_2,2024-07-22,42004461
1,site_2,2024-07-23,35478918
1,site_2,2024-07-24,20304102
1,site_2,2024-07-25,42810544
1,site_2,2024-07-26,45979648
1,site_2,2024-07-27,96137783
1,site_2,2024-07-28,84908506
1,site_2,2024-07-29,13585574
1,site_2,2024-07-30,11241734
1,site_2,2024-07-31,69257569
1,site_2,2024-08-01,84708856
1,site_2,2024-08-02,57236735
1,site_2,2024-08-03,63340550
1,site_2,2024-08-04,36298495
1,site_2,2024-08-05,89537987
1,site_2,2024-08-06,89262602
1,site_2,2024-08-07,22989665
1,site_2,2024-08-08,45203812
1,site_2,2024-08-09,30115606
1,site_2,2024-08-10,77049546
1,site_2,2024-08-11,75370984
1,site_2,2024-08-12,22548943
1,site_2,2024-08-13,94320081
1,site_2,2024-08-14,9847167
1,site_2,2024-08-15,98375517
1,site_2,2024-08-16,61203849
1,site_2,2024-08-17,38441383
1,site_2,2024-08-18,45417818
1,site_2,2024-08-19,37620783
1,site_2,2024-08-20,82524754
1,site_2,2024-08-21,86130420
1,site_2,2024-08-22,25747310
1,site_2,2024-08-23,9499903
1,site_2,2024-08-24,23332442
1,site_2,2024-08-25,96141264
1,site_2,2024-08-26,24593983
1,site_2,2024-08-27,60001846
1,site_2,2024-08-28,57040701
1,site_2,2024-08-29,78522989
1,site_2,2024-08-30,4172196
1,site_2,2024-08-31,98470997
1,site_2,2024-09-01,4180788
1,site_2,2024-09-02,36916473
1,site_2,2024-09-03,25924810
1,site_2,2024-09-04,35957277
1,site_2,2024-09-05,29547437
1,site_2,2024-09-06,48400691
1,site_2,2024-09-07,29643272
1,site_2,2024-09-08,45439295
1,site_2,2024-09-09,21983958
1,site_2,2024-09-10,33497741
1,site_2,2024-09-11,60097602
1,site_2,2024-09-12,47581117
1,site_2,2024-09-13,14472021
1,site_2,2024-09-14,70053640
1,site_2,2024-09-15,81139928
1,site_2,2024-09-16,27223334
1,site_2,2024-09-17,58110050
1,site_2,2024-09-18,78216535
1,site_2,2024-09-19,84373033
1,site_2,2024-09-20,69338238
1,site_2,2024-09-21,92153682
1,site_2,2024-09-22,26438157
1,site_2,2024-09-23,6199417
1,site_2,2024-09-24,58324642
1,site_2,2024-09-25,59459196
1,site_2,2024-09-26,36105903
1,site_2,2024-09-27,97806457
1,site_2,2024-09-28,73968533
1,site_2,2024-09-29,17916769
1,site_2,2024-09-30,9206658
1,site_2,2024-10-01,19707990
1,site_2,2024-10-02,65082662
1,site_2,2024-10-03,37408869
1,site_2,2024-10-04,9043452
1,site_2,2024-10-05,49080079
1,site_2,2024-10-06,72331183
1,site_2,2024-10-07,87540178
1,site_2,2024-10-08,86056807
1,site_2,2024-10-09,51405695
1,site_2,2024-10-10,41549029
1,site_2,2024-10-11,73148522
1,site_2,2024-10-12,67043980
1,site_2,2024-10-13,54496563
1,site_2,2024-10-14,41031528
1,site_2,2024-10-15,36483780
1,site_2,2024-10-16,72073030
1,site_2,2024-10-17,17053199
1,site_2,2024-10-18,48976820
1,site_2,2024-10-19,42519771
1,site_2,2024-10-20,26313435
1,site_2,2024-10-21,63312105
1,site_2,2024-10-22,20261760
1,site_2,2024-10-23,39424817
1,site_2,2024-10-24,24964725
1,site_2,2024-10-25,83042864
1,site_2,2024-10-26,97741332
1,site_2,2024-10-27,64936688
1,site_2,2024-10-28,58685266
1,site_2,2024-10-29,63687428
1,site_2,2024-10-30,47728326
1,site_2,2024-10-31,98312022
1,site_2,2024-11-01,29030353
1,site_2,2024-11-02,87259837
1,site_2,2024-11-03,94895159
1,site_2,2024-11-04,74412586
1,site_2,2024-11-05,55947226
1,site_2,2024-11-06,48638447
1,site_2,2024-11-07,5364056
1,site_2,2024-11-08,72409374
1,site_2,2024-11-09,78443727
1,site_2,2024-11-10,94920589
1,site_2,2024-11-11,55320368
1,site_2,2024-11-12,39247992
1,site_2,2024-11-13,18926009
1,site_2,2024-11-14,94778698
1,site_2,2024-11-15,57739972
1,site_2,2024-11-16,2867978
1,site_2,2024-11-17,86543803
1,site_2,2024-11-18,91777971
1,site_2,2024-11-19,91615300
1,site_2,2024-11-20,58369752
1,site_2,2024-11-21,46568978
1,site_2,2024-11-22,35473958
1,site_2,2024-11-23,62903732
1,site_2,2024-11-24,3969102
1,site_2,2024-11-25,64441968
1,site_2,2024-11-26,30345692
1,site_2,2024-11-27,36261993
1,site_2,2024-11-28,95132657
1,site_2,2024-11-29,15319085
1,site_2,2024-11-30,29681445
1,site_2,2024-12-01,1231080
1,site_2,2024-12-02,35488083
1,site_2,2024-12-03,40497615
1,site_2,2024-12-04,85625089
1,site_2,2024-12-05,16085699
1,site_2,2024-12-06,87258647
1,site_2,2024-12-07,55226594
1,site_2,2024-12-08,94079230
1,site_2,2024-12-09,71110614
1,site_2,2024-12-10,83826941
1,site_2,2024-12-11,97088203
1,site_2,2024-12-12,28347966
1,site_2,2024-12-13,66823649
1,site_2,2024-12-14,83871329
1,site_2,2024-12-15,59011094
1,site_2,2024-12-16,44209408
1,site_2,2024-12-17,4929771
1,site_2,2024-12-18,10725015
1,site_2,2024-12-19,7368033
1,site_2,2024-12-20,15953121
1,site_2,2024-12-21,33054677
1,site_2,2024-12-22,26287000
1,site_2,2024-12-23,82030267
1,site_2,2024-12-24,12888974
1,site_2,2024-12-25,51153677
1,site_2,2024-12-26,15087083
1,site_2,2024-12-27,28450298
1,site_2,2024-12-28,32586726
1,site_2,2024-12-29,5774833
1,site_2,2024-12-30,47435571
